"draw_size";"p1_seed";"p1_name";"p1_ht";"p1_age";"p2_seed";"p2_name";"p2_ht";"p2_age";"best_of";"p1_rank";"p1_rank_points";"p2_rank";"p2_rank_points";"hard";"carpet";"clay";"grass";"p1_abs_wins_clay";"p1_abs_wins_hard";"p1_abs_wins_carpet";"p1_abs_wins_grass";"p2_abs_losses_clay";"p2_abs_losses_hard";"p2_abs_losses_carpet";"p2_abs_losses_grass";"p1_abs_losses_clay";"p1_abs_losses_hard";"p1_abs_losses_carpet";"p1_abs_losses_grass";"p2_abs_wins_clay";"p2_abs_wins_hard";"p2_abs_wins_carpet";"p2_abs_wins_grass";"Grand_Slam";"Masters1000";"Olympics";"Another_level";"p1_abs_wins_level1";"p1_abs_wins_level2";"p2_abs_losses_level1";"p2_abs_losses_level2";"p1_abs_losses_level1";"p1_abs_losses_level2";"p2_abs_wins_level1";"p2_abs_wins_level2";"tournament_year";"p1_h2h";"p2_h2h";"R64";"R32";"R16";"QF";"SF";"Final";"p1_hand_R";"p1_hand_L";"p2_hand_R";"p2_hand_L";"p1_ace_avg";"p2_ace_avg";"p1_df_avg";"p2_df_avg";"p1_svpt_avg";"p2_svpt_avg";"p1_1stIn_avg";"p2_1stIn_avg";"p1_1stWon_avg";"p2_1stWon_avg";"p1_2ndWon_avg";"p2_2ndWon_avg";"p1_SvGms_avg";"p2_SvGms_avg";"p1_bpSaved_avg";"p2_bpSaved_avg";"p1_bpFaced_avg";"p2_bpFaced_avg";"p1_home";"p2_home";"winner_last_name";"loser_last_name";"FirstAlphabetically";"target"
"93861";56;9;"Marcos Ondruska";183;20.5;8;"Emilio Sanchez";180;28.1;3;28;946;27;973;0;0;1;0;14;0;0;0;109;0;0;0;9;21;2;5;262;96;21;4;0;0;0;1;0;27;0;144;14;23;119;264;1993;0;0;0;0;1;0;0;0;1;0;1;0;2.05714285714286;3.21311475409836;1.94285714285714;1.68852459016393;74.0285714285714;82.016393442623;47.8;50.8524590163934;31.8;32.655737704918;13.9428571428571;15;11.1428571428571;12.3114754098361;4.05714285714286;5.32786885245902;6.45714285714286;9.24590163934426;0;0;"Ondruska";"Sanchez";"Ondruska";1
"93865";56;13;"Bernd Karbacher";185;25.2;3;"Andrei Medvedev";193;18.8;3;45;676;12;1673;0;0;1;0;20;6;0;2;15;4;9;3;15;0;0;0;47;0;0;0;0;0;0;1;13;15;9;22;0;20;0;49;1993;0;0;0;0;1;0;0;0;1;0;1;0;4.03125;5.76470588235294;3.75;3.16176470588235;83.875;79.8235294117647;42.25;44.4558823529412;27.90625;33.6617647058824;18.1875;18.8088235294118;12.375;12.2647058823529;5.34375;3.61764705882353;10.03125;5.5;0;0;"Medvedev";"Karbacher";"Karbacher";0
"93866";56;7;"Arnaud Boetsch";183;24.2;10;"Andrei Chesnokov";188;27.4;3;25;1087;30;930;0;0;1;0;28;22;23;14;52;61;32;14;31;0;0;0;120;0;0;0;0;0;0;1;40;47;57;102;0;43;0;159;1993;2;0;0;0;1;0;0;0;1;0;1;0;3.62962962962963;2.63291139240506;3.66666666666667;2.13924050632911;83.8333333333333;77.2278481012658;49.8888888888889;45.379746835443;32.8518518518519;30.5316455696203;15.8703703703704;17.1139240506329;12.4444444444444;11.7341772151899;4.33333333333333;3.77215189873418;8.27777777777778;6.46835443037975;0;0;"Chesnokov";"Boetsch";"Boetsch";0
"93867";56;15;"Carlos Costa";183;25.2;2;"Michael Stich";193;24.7;3;42;704;7;2114;0;0;1;0;72;11;1;2;31;33;22;8;45;0;0;0;55;0;0;0;0;0;0;1;29;57;39;55;0;48;0;121;1993;0;2;0;0;1;0;0;0;1;0;1;0;4.6875;7.6;2.875;3.36296296296296;89.8958333333333;80.4518518518519;47.7708333333333;46.4740740740741;32.2708333333333;37.1333333333333;19.4583333333333;19.437037037037;13.3125;13;4.72916666666667;3.11851851851852;9.1875;4.31851851851852;0;0;"Stich";"Costa";"Costa";0
"93868";56;16;"Magnus Gustafsson";185;26.5;9;"Marcos Ondruska";183;20.5;3;36;744;28;946;0;0;1;0;113;0;0;0;9;0;0;0;47;36;28;5;15;24;0;4;0;0;0;1;0;136;0;23;36;80;15;28;1993;0;0;0;0;0;1;0;0;1;0;1;0;1.70967741935484;1.21875;2.23655913978495;3.875;73.8279569892473;80;51.4731182795699;46.84375;35.3870967741936;28.59375;11.4408602150538;14.28125;11.4086021505376;11.1875;3.89247311827957;6.0625;6.16129032258065;10.625;0;0;"Gustafsson";"Ondruska";"Gustafsson";1
"93869";56;12;"Marc Kevin Goellner";196;22.8;4;"Karel Novacek";190;28.3;3;34;829;13;1643;0;0;1;0;21;0;0;0;83;0;0;0;10;7;4;3;161;32;40;7;0;0;0;1;0;26;0;116;5;19;51;189;1993;0;0;0;0;0;1;0;0;1;0;1;0;10.25;4.38709677419355;3.8125;2.75806451612903;87.96875;79.4354838709677;49.6875;45.6612903225806;39.03125;30.8709677419355;18.875;15.4354838709677;13.0625;11.9516129032258;3.8125;4.48387096774194;5.8125;8.19354838709677;0;0;"Goellner";"Novacek";"Goellner";1
"93871";56;10;"Andrei Chesnokov";188;27.4;2;"Michael Stich";193;24.7;3;30;930;7;2114;0;0;1;0;121;104;28;6;31;33;22;8;52;0;0;0;56;0;0;0;0;0;0;1;99;160;39;55;0;102;0;122;1993;3;3;0;0;0;1;0;0;1;0;1;0;2.921875;7.58088235294118;3.125;3.38970588235294;85.703125;80.6323529411765;49.15625;46.4852941176471;30.578125;37.1102941176471;16.125;19.5220588235294;12.625;13;5.4375;3.16911764705882;10.390625;4.375;0;0;"Stich";"Chesnokov";"Chesnokov";0
"93872";56;12;"Marc Kevin Goellner";196;22.8;16;"Magnus Gustafsson";185;26.5;3;34;829;36;744;0;0;1;0;22;4;3;5;47;36;28;5;10;0;0;0;114;0;0;0;0;0;0;1;7;27;36;80;0;19;0;137;1993;0;0;0;0;0;0;1;0;1;0;1;0;6.16666666666667;1.72340425531915;4.83333333333333;2.22340425531915;74.5;73.5425531914894;39.75;51.2872340425532;27.6666666666667;35.3085106382979;15.7916666666667;11.4148936170213;11.7083333333333;11.3829787234043;3.08333333333333;3.86170212765957;6.91666666666667;6.1063829787234;0;0;"Gustafsson";"Goellner";"Goellner";0
"93873";56;3;"Andrei Medvedev";193;18.8;2;"Michael Stich";193;24.7;3;12;1673;7;2114;0;0;1;0;49;6;9;6;31;33;22;8;15;0;0;0;57;0;0;0;0;0;0;1;19;51;39;55;0;22;0;123;1993;0;0;0;0;0;0;1;0;1;0;1;0;3.83333333333333;7.56934306569343;3.93333333333333;3.38686131386861;82.0333333333333;80.5036496350365;45.4;46.3795620437956;30.1;37.029197080292;16.6666666666667;19.4963503649635;12.4;12.978102189781;4.5;3.18978102189781;8.73333333333333;4.39416058394161;0;0;"Stich";"Medvedev";"Medvedev";0
"93874";56;16;"Magnus Gustafsson";185;26.5;2;"Michael Stich";193;24.7;5;36;744;7;2114;0;0;1;0;115;0;0;0;31;0;0;0;47;36;28;5;58;69;39;37;0;0;0;1;0;138;0;55;36;80;79;124;1993;1;1;0;0;0;0;0;1;1;0;1;0;1.73684210526316;7.10416666666667;2.22105263157895;4.5;73.2842105263158;90;51.0842105263158;51.3333333333333;35.2;36.4375;11.4105263157895;18.6041666666667;11.3578947368421;13.375;3.84210526315789;4.5;6.07368421052632;7.79166666666667;0;0;"Gustafsson";"Stich";"Gustafsson";1
"93922";56;15;"Jakob Hlasek";188;28.6;2;"Petr Korda";190;25.4;3;52;654;11;1810;1;0;0;0;88;115;113;25;38;37;32;7;0;78;0;0;0;62;0;0;0;0;0;1;106;235;47;67;0;155;0;129;1993;2;3;0;0;1;0;0;0;1;0;0;1;4.89655172413793;3.38211382113821;3.8448275862069;3.95934959349594;82.3965517241379;78.3414634146341;48.3448275862069;49.780487804878;33.5344827586207;35.8780487804878;15.2931034482759;14.2520325203252;12.3620689655172;11.9756097560976;4.43103448275862;3.86178861788618;8.10344827586207;6;0;0;"Korda";"Hlasek";"Hlasek";0
"93925";56;11;"Richey Reneberg";180;27.7;3;"Malivai Washington";180;24;3;40;719;16;1383;1;0;0;0;0;85;0;0;0;39;0;0;24;63;30;15;23;72;15;16;0;0;0;1;0;119;0;54;47;85;33;93;1993;1;1;0;0;0;1;0;0;1;0;1;0;4.02739726027397;4.80701754385965;2.3013698630137;3.89473684210526;71.5616438356164;87.5438596491228;41.1917808219178;50.140350877193;30.4931506849315;33.5087719298246;16.9041095890411;17.719298245614;11.3287671232877;12.9649122807018;3.72602739726027;4.85964912280702;5.53424657534247;8.8421052631579;1;1;"Reneberg";"Washington";"Reneberg";1
"93926";56;2;"Petr Korda";190;25.4;8;"Amos Mansdorf";175;27.7;3;11;1810;29;941;1;0;0;0;51;63;61;10;29;101;37;23;0;37;0;0;0;178;0;0;0;0;0;1;55;130;57;133;0;67;0;203;1993;1;1;0;0;0;1;0;0;0;1;1;0;3.12068965517241;4.56962025316456;5.1551724137931;1.63291139240506;85.948275862069;75.3164556962025;51.6724137931034;43.5822784810127;33.3793103448276;32.1392405063291;15.448275862069;18.2405063291139;12.9827586206897;11.7594936708861;5.06896551724138;3.64556962025316;9.62068965517241;5.27848101265823;0;0;"Mansdorf";"Korda";"Korda";0
"93928";56;8;"Amos Mansdorf";175;27.7;11;"Richey Reneberg";180;27.7;3;29;941;40;719;1;0;0;0;0;179;0;0;0;63;0;0;29;101;37;23;24;86;36;19;0;0;0;1;0;204;0;85;57;133;45;120;1993;4;0;0;0;0;0;1;0;1;0;1;0;4.5125;3.82;1.6375;3.52;75.0625;90.32;43.4125;50.92;32.025;34.22;18.225;17.2;11.725;13.36;3.625;5.1;5.2375;9.6;0;1;"Mansdorf";"Reneberg";"Mansdorf";1
"93929";56;8;"Amos Mansdorf";175;27.7;7;"Todd Martin";198;23;3;29;941;24;1124;1;0;0;0;0;180;0;0;0;22;0;0;29;101;37;23;16;29;5;16;0;0;0;1;0;205;0;30;57;133;17;49;1993;0;0;0;0;0;0;0;1;1;0;1;0;4.53086419753086;6.20512820512821;1.61728395061728;3;75.2098765432099;87.3589743589744;43.5061728395062;53.6923076923077;32.0617283950617;35.7948717948718;18.2716049382716;16.1794871794872;11.7530864197531;13.2051282051282;3.66666666666667;4.28205128205128;5.28395061728395;8.1025641025641;0;1;"Mansdorf";"Martin";"Mansdorf";1
"93971";56;3;"Boris Becker";190;25.6;13;"Todd Martin";198;23;3;4;2786;20;1263;1;0;0;0;88;153;177;83;9;23;5;6;0;35;0;0;0;31;0;0;0;1;0;0;243;258;12;31;61;0;19;0;1993;0;0;0;0;1;0;0;0;1;0;1;0;7.25;7.37096774193548;4.78125;2.38709677419355;93.25;74.3064516129032;54.84375;46.3870967741936;38.8125;35.4838709677419;17.125;15.4838709677419;13.75;11.6612903225806;4.90625;3.17741935483871;8.71875;4.53225806451613;0;0;"Martin";"Becker";"Becker";0
"93972";56;11;"Andre Agassi";180;23.2;5;"Michael Chang";175;21.4;3;31;947;8;1914;1;0;0;0;0;157;0;0;0;53;0;0;24;49;23;4;45;141;47;12;0;1;0;0;116;0;48;0;50;50;103;142;1993;4;2;0;0;1;0;0;0;1;0;1;0;3.35164835164835;2.67307692307692;1.81318681318681;2.23076923076923;78.5274725274725;88.4615384615385;50.6263736263736;53;36.6703296703297;32.9423076923077;15.6593406593407;16.9038461538462;12.2307692307692;12.9423076923077;3.53846153846154;5.48076923076923;5.20879120879121;9.86538461538461;0;0;"Agassi";"Chang";"Agassi";1
"93973";56;12;"Henrik Holm";183;24.9;6;"Petr Korda";190;25.5;3;22;1212;11;1809;1;0;0;0;3;22;10;17;38;38;32;7;0;20;0;0;0;64;0;0;0;1;0;0;15;37;47;68;17;0;56;0;1993;0;1;0;0;1;0;0;0;1;0;0;1;8.63636363636364;3.384;7.97727272727273;3.968;93;78.384;47.2272727272727;49.816;35.75;35.944;18.8409090909091;14.232;13.4090909090909;11.944;5.63636363636364;3.944;9.59090909090909;6.064;0;0;"Korda";"Holm";"Holm";0
"93978";56;11;"Andre Agassi";180;23.2;13;"Todd Martin";198;23;3;31;947;20;1263;1;0;0;0;82;158;29;15;9;23;5;6;0;49;0;0;0;32;0;0;0;1;0;0;117;167;12;31;50;0;20;0;1993;1;1;0;0;0;1;0;0;1;0;1;0;2.42105263157895;7.31746031746032;2.60526315789474;2.34920634920635;84.1578947368421;74.5396825396825;52.3684210526316;46.5714285714286;32.5789473684211;35.6349206349206;14.8947368421053;15.4603174603175;12.4210526315789;11.6666666666667;4.84210526315789;3.17460317460317;9.1578947368421;4.52380952380952;0;0;"Martin";"Agassi";"Agassi";0
"93979";56;6;"Petr Korda";190;25.5;4;"Ivan Lendl";188;33.3;3;11;1809;7;2073;1;0;0;0;0;65;0;0;0;61;0;0;38;38;32;7;319;360;260;81;0;1;0;0;57;0;80;0;47;68;380;640;1993;3;1;0;0;0;1;0;0;0;1;1;0;3.35714285714286;6.57692307692308;3.95238095238095;3.21153846153846;78.1269841269841;91.3461538461538;49.6349206349206;51.0961538461538;35.8333333333333;35.25;14.1984126984127;18.4038461538462;11.9126984126984;13.6923076923077;3.91269841269841;4.94230769230769;6.02380952380952;9.07692307692308;0;0;"Korda";"Lendl";"Korda";1
"94047";48;1;"Goran Ivanisevic";193;21.8;15;"Gilbert Schaller";180;24.3;3;11;1856;111;371;0;0;1;0;75;0;0;0;14;0;0;0;39;32;23;8;8;1;0;0;0;0;0;1;0;123;0;17;45;57;1;8;1993;0;0;0;0;1;0;0;0;0;1;1;0;12.5339805825243;0.722222222222222;3.13592233009709;0.888888888888889;77.9902912621359;78.7777777777778;44.1165048543689;55.2222222222222;37.4660194174757;31.5;18.9223300970874;10.2222222222222;12.3883495145631;11.8333333333333;2.79611650485437;5.5;3.61165048543689;10.5;0;1;"Ivanisevic";"Schaller";"Ivanisevic";1
"94048";48;10;"Renzo Furlan";175;23.2;8;"Bernd Karbacher";185;25.3;3;83;503;47;710;0;0;1;0;66;2;3;0;17;12;2;3;63;0;0;0;21;0;0;0;0;0;0;1;14;57;12;22;0;64;0;16;1993;0;0;0;0;1;0;0;0;1;0;1;0;1.50704225352113;7.06896551724138;1.42253521126761;3.62068965517241;73.169014084507;92.7931034482759;45.0281690140845;50.4137931034483;26.4647887323944;37.7586206896552;12.8450704225352;21.5862068965517;11;13.7586206896552;4.87323943661972;5.31034482758621;9.53521126760563;7.82758620689655;0;0;"Karbacher";"Furlan";"Furlan";0
"94050";48;12;"Marcelo Filippini";178;25.9;6;"Javier Sanchez";178;25.5;3;94;462;38;815;0;0;1;0;110;17;3;0;94;50;13;5;89;0;0;0;121;0;0;0;0;0;0;1;15;115;49;113;0;103;0;135;1993;1;5;0;0;1;0;0;0;1;0;1;0;1.52542372881356;2.68604651162791;2.06779661016949;1.7093023255814;71.7457627118644;80.1395348837209;44.7457627118644;53.8953488372093;27;37.5697674418605;12.0677966101695;14.1395348837209;11.1016949152542;12.2441860465116;4.6271186440678;4.15116279069767;9.1864406779661;6.27906976744186;0;0;"Sanchez";"Filippini";"Filippini";0
"94051";48;11;"Younes El Aynaoui";193;21.8;5;"Emilio Sanchez";180;28.1;3;88;491;32;969;0;0;1;0;12;0;0;0;111;0;0;0;4;2;2;0;263;96;21;4;0;0;0;1;0;13;0;146;1;7;119;265;1993;0;0;0;0;1;0;0;0;1;0;1;0;6;3.15873015873016;3.125;1.65079365079365;88.75;81.5555555555556;51.5;50.4920634920635;38;32.3015873015873;17.75;14.8888888888889;13.25;12.2063492063492;4.25;5.26984126984127;6.875;9.20634920634921;0;0;"Aynaoui";"Sanchez";"Aynaoui";1
"94055";48;1;"Goran Ivanisevic";193;21.8;8;"Bernd Karbacher";185;25.3;3;11;1856;47;710;0;0;1;0;76;57;49;20;17;12;2;3;39;0;0;0;22;0;0;0;0;0;0;1;78;124;12;22;0;57;0;17;1993;1;0;0;0;0;1;0;0;0;1;1;0;9.15555555555556;6.96666666666667;4.08888888888889;3.56666666666667;83.5111111111111;91.1666666666667;44.4;49.3666666666667;32.8444444444444;36.9333333333333;17.3333333333333;21.4;12.6;13.5333333333333;4.46666666666667;5.2;8.17777777777778;7.66666666666667;0;0;"Karbacher";"Ivanisevic";"Ivanisevic";0
"94057";48;11;"Younes El Aynaoui";193;21.8;3;"Thomas Muster";180;25.8;3;88;491;13;1565;0;0;1;0;13;2;0;0;83;36;22;4;4;0;0;0;226;0;0;0;0;0;0;1;1;14;44;101;0;7;0;227;1993;1;0;0;0;0;1;0;0;1;0;0;1;3.75;1.96521739130435;2.5;1.82608695652174;68.75;72.8260869565217;43.25;48.2521739130435;28.75;33.5565217391304;10;14.2173913043478;11.5;11.3826086956522;2.25;3.82608695652174;6.25;5.57391304347826;0;1;"Muster";"Aynaoui";"Aynaoui";0
"94058";48;2;"Andrei Medvedev";193;18.9;7;"Jan Siemerink";183;23.3;3;12;1783;45;718;0;0;1;0;51;0;0;0;13;0;0;0;16;4;9;3;6;35;28;4;0;0;0;1;0;53;0;44;9;23;15;58;1993;1;1;0;0;0;1;0;0;1;0;0;1;5.84722222222222;6.15254237288136;3.13888888888889;5.25423728813559;79.6944444444444;86.6271186440678;44.5555555555556;46.1186440677966;33.6388888888889;32.4576271186441;18.7638888888889;18.6101694915254;12.2777777777778;12.7457627118644;3.56944444444444;4.89830508474576;5.44444444444444;8.49152542372881;0;0;"Medvedev";"Siemerink";"Medvedev";1
"94059";48;8;"Bernd Karbacher";185;25.3;6;"Javier Sanchez";178;25.5;3;47;710;38;815;0;0;1;0;23;6;0;2;94;50;13;5;17;0;0;0;123;0;0;0;0;0;0;1;13;18;49;113;0;22;0;137;1993;1;1;0;0;0;0;1;0;1;0;1;0;3.79411764705882;2.63636363636364;3.67647058823529;1.75;82.9411764705882;79.5454545454545;41.7352941176471;53.3977272727273;27.5588235294118;37.2727272727273;18.2352941176471;14.1022727272727;12.2647058823529;12.1818181818182;5.44117647058824;4.07954545454545;10.0294117647059;6.19318181818182;0;0;"Sanchez";"Karbacher";"Karbacher";0
"94060";48;2;"Andrei Medvedev";193;18.9;3;"Thomas Muster";180;25.8;3;12;1783;13;1565;0;0;1;0;52;6;9;6;83;36;22;4;16;0;0;0;227;0;0;0;0;0;0;1;19;54;44;101;0;23;0;228;1993;2;1;0;0;0;0;1;0;1;0;0;1;3.87096774193548;1.94827586206897;3.83870967741935;1.82758620689655;81.6451612903226;72.5258620689655;45.258064516129;48.0172413793103;29.9032258064516;33.4396551724138;16.5806451612903;14.1724137931034;12.3870967741935;11.3534482758621;4.51612903225806;3.80172413793103;8.7741935483871;5.54310344827586;0;1;"Muster";"Medvedev";"Medvedev";0
"94061";48;3;"Thomas Muster";180;25.8;6;"Javier Sanchez";178;25.5;5;13;1565;38;815;0;0;1;0;228;0;0;0;94;0;0;0;83;36;22;4;124;38;12;2;0;0;0;1;0;229;0;113;44;101;38;138;1993;1;2;0;0;0;0;0;1;0;1;1;0;1.93162393162393;2.08860759493671;1.84615384615385;2.06329113924051;72.4871794871795;81.8987341772152;47.991452991453;52.8607594936709;33.3846153846154;33.4810126582278;14.1709401709402;13.6075949367089;11.3418803418803;12.4430379746835;3.8034188034188;4.87341772151899;5.54700854700855;9.0126582278481;1;0;"Muster";"Sanchez";"Muster";1
"94087";32;4;"Richard Krajicek";196;21.6;6;"Alexander Volkov";188;26.4;3;10;1888;16;1410;1;0;0;0;0;51;0;0;0;54;0;0;16;19;14;7;26;76;66;26;0;0;0;1;0;55;0;94;25;31;59;135;1993;0;0;0;0;0;1;0;0;1;0;0;1;10.7938144329897;4.04166666666667;3.44329896907217;3.56944444444444;81.8556701030928;84.4166666666667;48.7835051546392;45.5277777777778;39.5051546391753;30.5138888888889;18.0515463917526;17.5833333333333;13.1237113402062;12.6527777777778;2.97938144329897;5.22222222222222;4.17525773195876;9.54166666666667;0;0;"Krajicek";"Volkov";"Krajicek";1
"94090";32;4;"Richard Krajicek";196;21.6;1;"Pete Sampras";185;21.9;3;10;1888;1;4197;1;0;0;0;0;52;0;0;0;39;0;0;16;19;14;7;41;128;60;27;0;0;0;1;0;56;0;44;25;31;119;137;1993;0;1;0;0;0;0;1;0;1;0;1;0;10.7857142857143;7.54054054054054;3.43877551020408;3.43243243243243;81.5510204081633;90.1081081081081;48.6224489795918;52.8108108108108;39.3775510204082;38.0540540540541;17.969387755102;17.7567567567568;13.0816326530612;13.6756756756757;2.96938775510204;4.43243243243243;4.1530612244898;7.72972972972973;0;1;"Krajicek";"Sampras";"Krajicek";1
"94092";32;3;"Michael Chang";175;21.4;4;"Richard Krajicek";196;21.6;3;9;1914;10;1888;1;0;0;0;45;145;47;12;16;19;14;7;0;54;0;0;0;53;0;0;0;0;0;1;103;146;25;31;0;61;0;57;1993;1;2;0;0;0;0;0;1;1;0;1;0;2.66037735849057;10.7777777777778;2.22641509433962;3.42424242424242;88.0754716981132;81.5656565656566;52.5660377358491;48.5959595959596;32.6792452830189;39.3333333333333;16.8867924528302;18.0606060606061;12.9056603773585;13.1010101010101;5.41509433962264;2.93939393939394;9.83018867924528;4.12121212121212;1;0;"Krajicek";"Chang";"Chang";0
"94120";32;2;"Magnus Gustafsson";185;26.5;7;"Nicklas Kulti";190;22.2;3;24;1138;51;663;0;0;1;0;122;0;0;0;38;0;0;0;48;36;28;5;37;24;22;1;0;0;0;1;0;145;0;59;36;81;20;64;1993;1;2;0;0;0;1;0;0;1;0;1;0;1.74509803921569;3.43333333333333;2.26470588235294;3.11666666666667;74.1372549019608;84.55;51.3137254901961;48.35;35.3333333333333;31.95;11.8039215686275;16.4166666666667;11.4803921568627;12.7333333333333;4.08823529411765;5.06666666666667;6.33333333333333;9.35;0;0;"Gustafsson";"Kulti";"Gustafsson";1
"94122";32;1;"Sergi Bruguera";188;22.5;3;"Andrei Chesnokov";188;27.4;3;5;2531;31;988;0;0;1;0;160;0;0;0;54;0;0;0;53;24;19;2;125;104;28;6;0;0;0;1;0;138;0;104;34;64;99;164;1993;4;0;0;0;0;0;0;1;1;0;1;0;3.02290076335878;2.87878787878788;1.01526717557252;3.06060606060606;70.9236641221374;85.1969696969697;42.6030534351145;48.969696969697;30.0763358778626;30.3939393939394;16.1374045801527;16;11.0763358778626;12.5909090909091;3.49618320610687;5.40909090909091;5.30534351145038;10.3636363636364;0;0;"Bruguera";"Chesnokov";"Bruguera";1
"94163";56;3;"Stefan Edberg";188;27.5;14;"Wayne Ferreira";185;21.9;3;3;3230;18;1352;1;0;0;0;0;296;0;0;0;30;0;0;44;64;54;21;21;59;9;19;0;1;0;0;295;0;30;0;78;105;50;58;1993;1;0;0;0;1;0;0;0;1;0;1;0;3.2189349112426;4.71428571428571;3.15976331360947;3.16071428571429;79.1065088757396;82.3928571428571;49.9349112426035;45.8928571428571;37.6745562130178;30.4107142857143;15.6094674556213;15.9821428571429;12.4792899408284;12.125;3.62721893491124;5.375;5.20710059171598;9.67857142857143;0;0;"Edberg";"Ferreira";"Edberg";1
"94173";56;3;"Stefan Edberg";188;27.5;1;"Pete Sampras";185;21.9;3;3;3230;1;4197;1;0;0;0;0;298;0;0;0;40;0;0;44;64;54;21;41;131;60;27;0;1;0;0;297;0;47;0;78;105;122;137;1993;4;3;0;0;0;0;1;0;1;0;1;0;3.19883040935673;7.57894736842105;3.15204678362573;3.44736842105263;78.7309941520468;90.0263157894737;49.7076023391813;52.9210526315789;37.5263157894737;38.2894736842105;15.5555555555556;17.7368421052632;12.4385964912281;13.7368421052632;3.60818713450292;4.36842105263158;5.1812865497076;7.60526315789474;0;1;"Edberg";"Sampras";"Edberg";1
"94175";56;3;"Stefan Edberg";188;27.5;7;"Michael Chang";175;21.4;3;3;3230;9;1982;1;0;0;0;103;299;143;88;21;55;25;10;0;64;0;0;0;149;0;0;0;1;0;0;298;335;49;62;78;0;107;0;1993;11;4;0;0;0;0;0;1;1;0;1;0;2.78571428571429;2.2;4.52380952380952;1.43846153846154;94.6428571428571;74.3615384615385;58.6428571428571;44.5230769230769;40.5476190476191;31.2;16.952380952381;16.6153846153846;14.452380952381;11.6692307692308;4.54761904761905;3.42307692307692;8.35714285714286;5.48461538461538;0;1;"Chang";"Edberg";"Edberg";0
"94202";32;6;"Renzo Furlan";175;23.2;3;"Guillermo Perez Roldan";178;23.8;3;86;507;54;644;0;0;1;0;68;0;0;0;106;0;0;0;64;19;4;1;224;7;0;0;0;0;0;1;0;59;0;91;23;65;33;198;1993;2;2;0;0;0;1;0;0;1;0;1;0;1.86440677966102;1.11428571428571;0.830508474576271;1.62857142857143;67.8135593220339;80.3428571428571;42.8474576271186;53.6571428571429;28.9152542372881;30.5142857142857;13.9152542372881;12.2571428571429;10.7118644067797;11.6285714285714;3.20338983050847;5.54285714285714;5.47457627118644;10.4857142857143;0;0;"Furlan";"Roldan";"Furlan";1
"94206";32;6;"Renzo Furlan";175;23.2;1;"Thomas Muster";180;25.8;3;86;507;13;1700;0;0;1;0;70;2;3;0;83;36;22;4;64;0;0;0;233;0;0;0;0;0;0;1;14;61;44;101;0;65;0;234;1993;1;2;0;0;0;0;0;1;1;0;0;1;1.5;1.89344262295082;1.45833333333333;1.87704918032787;72.7361111111111;72.0491803278689;44.6944444444444;47.6065573770492;26.2222222222222;33.1885245901639;12.7638888888889;14.1311475409836;10.9444444444444;11.3032786885246;4.83333333333333;3.76229508196721;9.51388888888889;5.49180327868852;0;0;"Muster";"Furlan";"Furlan";0
"94256";56;3;"Boris Becker";190;25.7;11;"Richey Reneberg";180;27.8;3;4;2786;32;965;1;0;0;0;0;155;0;0;0;66;0;0;42;36;32;14;24;94;36;19;0;0;0;1;0;260;0;86;62;62;50;123;1993;5;0;0;0;0;1;0;0;1;0;1;0;9.46610169491525;3.86792452830189;3.8135593220339;3.33962264150943;85.2372881355932;88.7358490566038;51.1949152542373;49.9811320754717;40.2966101694915;33.5283018867925;18.4067796610169;16.9433962264151;13.4237288135593;13.1698113207547;3.47457627118644;4.9811320754717;4.96610169491525;9.45283018867925;0;1;"Becker";"Reneberg";"Becker";1
"94258";56;2;"Jim Courier";185;22.9;7;"Cedric Pioline";188;24.1;3;2;3845;16;1365;1;0;0;0;0;149;0;0;0;22;0;0;23;51;24;5;35;25;13;10;0;0;0;1;0;106;0;48;48;55;30;53;1993;2;0;0;0;0;1;0;0;1;0;1;0;5.46625766871166;4.14285714285714;2.39263803680982;3.85714285714286;79.0552147239264;90.8095238095238;48.5460122699387;51.8888888888889;37.4049079754601;35.4761904761905;17.1226993865031;18.015873015873;12.5828220858896;13.3015873015873;3.02453987730061;5.44444444444444;4.33742331288344;9.34920634920635;1;0;"Courier";"Pioline";"Courier";1
"94261";56;3;"Boris Becker";190;25.7;2;"Jim Courier";185;22.9;3;4;2786;2;3845;1;0;0;0;88;157;177;83;23;51;24;5;0;36;0;0;0;151;0;0;0;0;0;1;243;262;48;55;0;62;0;108;1993;5;0;0;0;0;0;0;1;1;0;1;0;7.21212121212121;5.44848484848485;4.72727272727273;2.36969696969697;93.0606060606061;78.6242424242424;54.6060606060606;48.2969696969697;38.6666666666667;37.2181818181818;17.2424242424242;17.0727272727273;13.6969696969697;12.5393939393939;4.87878787878788;3.00606060606061;8.63636363636364;4.30909090909091;0;1;"Courier";"Becker";"Becker";0
"94307";56;3;"Richard Krajicek";196;21.6;13;"Jonas Svensson";188;26.8;3;8;2003;40;797;1;0;0;0;20;55;17;13;63;54;48;12;0;20;0;0;0;80;0;0;0;0;0;1;46;59;54;123;0;31;0;164;1993;0;1;0;0;1;0;0;0;1;0;1;0;8.94444444444444;3.31666666666667;4.46296296296296;1.75;90.8888888888889;80.3;50.8518518518519;53.4333333333333;38.7407407407407;37.3333333333333;18.8703703703704;14.3166666666667;13.9074074074074;12.2166666666667;4;4.21666666666667;7.11111111111111;6.36666666666667;0;0;"Svensson";"Krajicek";"Krajicek";0
