"draw_size";"p1_seed";"p1_name";"p1_ht";"p1_age";"p2_seed";"p2_name";"p2_ht";"p2_age";"best_of";"p1_rank";"p1_rank_points";"p2_rank";"p2_rank_points";"hard";"carpet";"clay";"grass";"p1_abs_wins_clay";"p1_abs_wins_hard";"p1_abs_wins_carpet";"p1_abs_wins_grass";"p2_abs_losses_clay";"p2_abs_losses_hard";"p2_abs_losses_carpet";"p2_abs_losses_grass";"p1_abs_losses_clay";"p1_abs_losses_hard";"p1_abs_losses_carpet";"p1_abs_losses_grass";"p2_abs_wins_clay";"p2_abs_wins_hard";"p2_abs_wins_carpet";"p2_abs_wins_grass";"Grand_Slam";"Masters1000";"Olympics";"Another_level";"p1_abs_wins_level1";"p1_abs_wins_level2";"p2_abs_losses_level1";"p2_abs_losses_level2";"p1_abs_losses_level1";"p1_abs_losses_level2";"p2_abs_wins_level1";"p2_abs_wins_level2";"tournament_year";"p1_h2h";"p2_h2h";"R64";"R32";"R16";"QF";"SF";"Final";"p1_hand_R";"p1_hand_L";"p2_hand_R";"p2_hand_L";"p1_ace_avg";"p2_ace_avg";"p1_df_avg";"p2_df_avg";"p1_svpt_avg";"p2_svpt_avg";"p1_1stIn_avg";"p2_1stIn_avg";"p1_1stWon_avg";"p2_1stWon_avg";"p1_2ndWon_avg";"p2_2ndWon_avg";"p1_SvGms_avg";"p2_SvGms_avg";"p1_bpSaved_avg";"p2_bpSaved_avg";"p1_bpFaced_avg";"p2_bpFaced_avg";"p1_home";"p2_home";"winner_last_name";"loser_last_name";"FirstAlphabetically";"target"
"173137";128;11;"John Isner";206;33.3;25;"Milos Raonic";196;27.6;5;11;3200;24;1575;1;0;0;0;0;275;0;0;0;85;0;0;58;152;0;22;63;208;0;40;1;0;0;0;185;0;87;0;113;119;180;131;2018;4;1;0;0;1;0;0;0;1;0;1;0;19.2137203166227;13.0984848484848;2.18733509234829;3.49242424242424;85.6807387862797;88.1363636363636;59.2058047493404;54.2045454545455;48.0448548812665;41.1893939393939;15.820580474934;16.6060606060606;14.2532981530343;13.8106060606061;2.29287598944591;3.99242424242424;2.95514511873351;6.47727272727273;1;0;"Isner";"Raonic";"Isner";1
"173138";128;7;"Marin Cilic";198;29.9;10;"David Goffin";180;27.7;5;7;4445;10;3435;1;0;0;0;0;281;0;0;0;84;0;0;69;143;5;27;64;145;0;13;1;0;0;0;207;0;69;0;137;107;106;116;2018;2;3;0;0;1;0;0;0;1;0;1;0;9.87981859410431;3.97014925373134;2.56916099773243;4.08208955223881;78.6734693877551;80.2835820895522;44.8095238095238;46.1865671641791;35.7891156462585;30.6791044776119;19.1473922902494;15.455223880597;12.9387755102041;11.910447761194;3.10430839002268;4.95522388059702;4.35374149659864;8.88805970149254;0;0;"Cilic";"Goffin";"Cilic";1
"173142";128;1;"Rafael Nadal";185;32.2;9;"Dominic Thiem";185;24.9;5;1;10040;9;3485;1;0;0;0;0;421;0;0;0;68;0;0;36;121;6;18;103;87;0;14;1;0;0;0;618;0;56;0;122;59;93;111;2018;7;3;0;0;0;1;0;0;0;1;1;0;3.01374570446735;5.39130434782609;1.49942726231386;3.39130434782609;71.4730813287514;81.3913043478261;49.0744558991982;46.8260869565217;36.1214203894616;32.6869565217391;13.2657502863688;16.4608695652174;11.8339060710195;12.3391304347826;3.10767468499427;4.56521739130435;4.40664375715922;7.89565217391304;0;0;"Nadal";"Thiem";"Nadal";1
"173143";128;11;"John Isner";206;33.3;3;"Juan Martin del Potro";198;29.9;5;11;3200;3;5500;1;0;0;0;69;276;0;44;28;106;2;17;0;152;0;0;0;294;0;0;1;0;0;0;186;203;92;61;113;0;207;0;2018;4;7;0;0;0;1;0;0;1;0;1;0;16.2760180995475;8.03473945409429;2.49773755656109;2.23821339950372;94.606334841629;73.87841191067;64.868778280543;47.0744416873449;48.2262443438914;36.6129032258064;15.0723981900452;14.9478908188586;14.6968325791855;12.2779156327543;3.93665158371041;2.66997518610422;6.0316742081448;3.91315136476427;1;0;"Potro";"Isner";"Isner";0
"173144";128;7;"Marin Cilic";198;29.9;21;"Kei Nishikori";178;28.6;5;7;4445;19;1755;1;0;0;0;110;282;4;64;31;103;0;17;0;143;0;0;0;228;0;0;1;0;0;0;208;252;88;63;137;0;181;0;2018;5;8;0;0;0;1;0;0;1;0;1;0;7.67510548523207;3.94294294294294;3.24050632911392;2.58858858858859;84.3544303797468;80.3813813813814;46.4177215189873;49.0510510510511;32.9451476793249;36.3273273273273;17.873417721519;17.4804804804805;12.9535864978903;12.8468468468468;4.75105485232068;3.59159159159159;8.36708860759494;5.32432432432432;0;0;"Nishikori";"Cilic";"Cilic";0
"173146";128;6;"Novak Djokovic";188;31.2;21;"Kei Nishikori";178;28.6;5;6;4445;19;1755;1;0;0;0;0;510;0;0;0;103;0;0;47;94;4;16;82;229;1;36;1;0;0;0;601;0;88;0;121;40;182;166;2018;14;2;0;0;0;0;1;0;1;0;1;0;5.5875486381323;2.39597315436242;2.13618677042802;3.06711409395973;76.2256809338521;77.8120805369127;49.5966277561608;47.4496644295302;37.1789883268482;30.5838926174497;15.1880674448768;14.0335570469799;12.5071335927367;11.738255033557;3.12710765239948;4.53020134228188;4.5810635538262;8.53691275167785;0;0;"Djokovic";"Nishikori";"Djokovic";1
"173147";128;6;"Novak Djokovic";188;31.2;3;"Juan Martin del Potro";198;29.9;5;6;4445;3;5500;1;0;0;0;0;511;0;0;0;106;0;0;47;94;4;16;77;295;6;39;1;0;0;0;602;0;92;0;121;40;208;209;2018;14;3;0;0;0;0;0;1;1;0;1;0;5.58419689119171;6.22818791946309;2.1360103626943;2.59060402684564;76.2279792746114;84.9060402684564;49.5971502590674;54.0134228187919;37.1826424870466;36.3288590604027;15.1943005181347;14.7919463087248;12.509067357513;13;3.12564766839378;4.71140939597315;4.57772020725389;8.24161073825503;0;0;"Djokovic";"Potro";"Djokovic";1
"173219";32;5;"Nikoloz Basilashvili";185;26.5;1;"Kei Nishikori";178;28.7;3;31;1322;12;2475;1;0;0;0;20;28;2;6;31;104;0;17;0;33;0;0;0;230;0;0;0;0;0;1;14;42;89;63;0;40;0;167;2018;0;0;0;0;0;1;0;0;1;0;1;0;2.9375;3.95223880597015;4.5625;2.58507462686567;84.734375;80.6;53.03125;49.1462686567164;32.515625;36.3940298507463;14.4375;17.5432835820896;12.484375;12.8776119402985;5.671875;3.6;10.3125;5.34328358208955;0;0;"Nishikori";"Basilashvili";"Basilashvili";0
"173244";32;5;"Roberto Bautista Agut";183;30.4;3;"Marco Cecchinato";185;25.9;3;26;1570;22;1696;1;0;0;0;0;145;0;0;0;9;0;0;42;87;0;10;21;1;0;2;0;0;0;1;0;137;0;26;67;72;7;17;2018;0;0;0;0;0;1;0;0;1;0;1;0;3.36086956521739;4.175;1.94782608695652;2.75;77.6913043478261;79.575;51.3217391304348;51.925;37.4782608695652;34.225;15.1173913043478;12.2;12.4608695652174;12.2;3.81304347826087;4.025;5.39565217391304;7.95;0;0;"Agut";"Cecchinato";"Agut";1
"173245";32;8;"Daniil Medvedev";198;22.5;1;"Dominic Thiem";185;25;3;35;1262;8;3665;1;0;0;0;2;44;0;13;38;69;0;12;0;28;0;0;0;88;0;0;0;0;0;1;14;45;57;62;0;25;0;114;2018;0;0;0;0;0;1;0;0;1;0;1;0;5.6304347826087;6.37864077669903;4.21739130434783;2.7621359223301;80.804347826087;78.3300970873786;46.804347826087;46.8640776699029;30.7391304347826;36.0922330097087;15.3478260869565;17.6796116504854;12.0217391304348;12.9029126213592;5.08695652173913;3.19417475728155;9.10869565217391;4.70873786407767;1;0;"Thiem";"Medvedev";"Medvedev";0
"173247";32;5;"Roberto Bautista Agut";183;30.4;1;"Dominic Thiem";185;25;3;26;1570;8;3665;1;0;0;0;63;146;0;24;38;69;0;12;0;87;0;0;0;89;0;0;0;0;0;1;95;138;57;62;0;72;0;115;2018;3;0;0;0;0;0;1;0;1;0;1;0;2.54411764705882;6.39613526570048;2.14705882352941;2.7536231884058;85.0441176470588;78.3478260869565;56.0294117647059;46.8357487922705;35.8161764705882;36.0724637681159;13.8014705882353;17.7053140096618;12.9632352941176;12.9082125603865;4.91911764705882;3.18357487922705;9.10294117647059;4.70048309178744;0;0;"Thiem";"Agut";"Agut";0
"173271";32;6;"Matthew Ebden";188;30.8;1;"Fabio Fognini";178;31.3;3;47;994;13;2120;1;0;0;0;1;43;0;18;131;122;1;17;0;67;0;0;0;103;0;0;0;0;0;1;18;44;121;150;0;68;0;201;2018;0;0;0;0;0;1;0;0;1;0;1;0;5.35714285714286;3.64745762711864;5.02040816326531;3.84745762711864;78.3367346938775;81.9152542372881;47.3469387755102;48.5762711864407;31.8979591836735;34.793220338983;13.1224489795918;17.3525423728814;11.9591836734694;12.7084745762712;4.44897959183673;4.24745762711864;8.46938775510204;6.69152542372881;0;0;"Fognini";"Ebden";"Ebden";0
"173293";32;4;"Damir Dzumhur";172;26.3;7;"Alex De Minaur";183;19.6;3;39;1190;40;1133;1;0;0;0;23;62;1;8;5;13;0;3;0;52;0;0;0;18;0;0;0;0;0;1;21;73;9;12;0;53;0;15;2018;0;0;0;0;0;1;0;0;1;0;1;0;2.16049382716049;5.52380952380952;2.82716049382716;2.9047619047619;82.1111111111111;87.0476190476191;52.8765432098765;51.2857142857143;32.0864197530864;37.4285714285714;13.358024691358;20.9047619047619;12.5061728395062;13.7619047619048;5.2962962962963;4.28571428571429;10.0617283950617;6.19047619047619;0;0;"Minaur";"Dzumhur";"Dzumhur";0
"173353";32;2;"Kevin Anderson";203;32.3;8;"Richard Gasquet";185;32.2;3;9;3595;25;1580;1;0;0;0;52;213;0;35;76;170;7;30;0;142;0;0;0;292;0;0;0;0;0;1;145;155;149;134;0;105;0;277;2018;4;6;0;0;0;1;0;0;1;0;1;0;11.1052631578947;6.10365853658537;3.49282296650718;2.15040650406504;85.6794258373206;73.8882113821138;54.6842105263158;45.9939024390244;39.4784688995215;35.2154471544715;14.9425837320574;15.9552845528455;13.2822966507177;12.1483739837398;4.54545454545455;2.93292682926829;7.35406698564593;4.25;0;0;"Gasquet";"Anderson";"Anderson";0
"173354";32;3;"Kei Nishikori";178;28.7;5;"Stefanos Tsitsipas";193;20.1;3;12;2520;15;1962;1;0;0;0;0;233;0;0;0;21;0;0;31;105;0;17;10;19;0;6;0;0;0;1;0;170;0;19;89;64;13;22;2018;0;0;0;0;0;1;0;0;1;0;1;0;3.96745562130178;7.12121212121212;2.57396449704142;3.12121212121212;80.4970414201184;84.7575757575758;49.0739644970414;47.6060606060606;36.3343195266272;34.2121212121212;17.5118343195266;18.1212121212121;12.8609467455621;13;3.60650887573965;4.24242424242424;5.35502958579882;7.33333333333333;1;0;"Nishikori";"Tsitsipas";"Nishikori";1
"173357";32;8;"Richard Gasquet";185;32.2;3;"Kei Nishikori";178;28.7;3;25;1580;12;2520;1;0;0;0;136;293;9;65;31;105;0;17;0;170;0;0;0;234;0;0;0;0;0;1;225;278;89;64;0;134;0;171;2018;6;2;0;0;0;0;1;0;1;0;1;0;4.49818181818182;3.97345132743363;2.75272727272727;2.56637168141593;81.6327272727273;80.4041297935103;49.7127272727273;49.0265486725664;33.5818181818182;36.3097345132743;15.2;17.4837758112094;12.6690909090909;12.8495575221239;4.26545454545455;3.59587020648968;7.97090909090909;5.34218289085546;0;1;"Nishikori";"Gasquet";"Gasquet";0
"173400";64;16;"Marco Cecchinato";185;26;2;"Novak Djokovic";188;31.3;3;21;1768;3;6445;1;0;0;0;21;4;0;2;47;95;4;16;0;11;0;0;0;513;0;0;0;1;0;0;9;18;121;41;14;0;604;0;2018;1;0;0;0;1;0;0;0;1;0;1;0;4.09523809523809;5.57622739018088;2.73809523809524;2.13565891472868;79.0476190476191;76.2519379844961;51.3809523809524;49.6162790697674;33.9047619047619;37.1950904392765;12.2380952380952;15.1963824289406;12.0714285714286;12.5116279069767;4.02380952380952;3.12273901808786;7.85714285714286;4.57364341085271;0;0;"Djokovic";"Cecchinato";"Cecchinato";0
"173401";64;7;"Kevin Anderson";203;32.3;10;"Stefanos Tsitsipas";193;20.1;3;8;3640;15;1987;1;0;0;0;0;214;0;0;0;22;0;0;45;143;0;24;10;21;0;6;0;1;0;0;146;0;14;0;106;106;15;22;2018;0;2;0;0;1;0;0;0;1;0;1;0;13.9794520547945;7.02941176470588;2.75;3.17647058823529;81.5890410958904;84.0588235294118;53.2842465753425;47.2352941176471;42.7191780821918;33.8529411764706;16.1815068493151;17.8823529411765;13.6849315068493;12.8823529411765;2.71232876712329;4.32352941176471;3.75684931506849;7.44117647058824;0;0;"Anderson";"Tsitsipas";"Anderson";1
"173407";64;7;"Kevin Anderson";203;32.3;2;"Novak Djokovic";188;31.3;3;8;3640;3;6445;1;0;0;0;52;215;0;35;47;95;4;16;0;143;0;0;0;514;0;0;0;1;0;0;147;155;121;41;106;0;605;0;2018;2;6;0;0;0;1;0;0;1;0;1;0;11.1571428571429;5.57806451612903;3.48095238095238;2.13290322580645;85.6857142857143;76.2077419354839;54.7142857142857;49.5961290322581;39.4857142857143;37.1845161290323;14.9380952380952;15.1832258064516;13.2761904761905;12.5058064516129;4.53333333333333;3.12129032258064;7.33809523809524;4.57032258064516;0;0;"Djokovic";"Anderson";"Anderson";0
"173408";64;11;"Kyle Edmund";188;23.7;4;"Alexander Zverev";198;21.4;3;14;1990;5;4755;1;0;0;0;23;53;0;8;24;50;0;11;0;45;0;0;0;88;0;0;0;1;0;0;37;47;38;47;37;0;73;0;2018;0;2;0;0;0;1;0;0;1;0;1;0;5.25641025641026;7.51851851851852;3.23076923076923;3.28395061728395;89.1153846153846;78.8148148148148;52.6025641025641;49.9691358024691;36.2564102564103;37.7469135802469;17.4230769230769;15.8888888888889;13.4358974358974;12.6913580246914;5.33333333333333;3.40740740740741;8.97435897435897;4.88888888888889;0;0;"Zverev";"Edmund";"Edmund";0
"173410";64;1;"Roger Federer";185;37.1;8;"Kei Nishikori";178;28.7;3;2;6900;12;2730;1;0;0;0;0;720;0;0;0;106;0;0;68;143;19;26;82;237;1;36;0;1;0;0;753;0;89;0;174;82;184;172;2018;5;2;0;0;0;1;0;0;1;0;1;0;7.94545454545455;2.42105263157895;1.66;3.04605263157895;74.3927272727273;77.8223684210526;46.5372727272727;47.5263157894737;36.7927272727273;30.6578947368421;16.5472727272727;14.0263157894737;12.5527272727273;11.75;2.54727272727273;4.55263157894737;3.52636363636364;8.53947368421053;0;0;"Federer";"Nishikori";"Federer";1
"173411";64;2;"Novak Djokovic";188;31.3;4;"Alexander Zverev";198;21.4;3;3;6445;5;4755;1;0;0;0;0;515;0;0;0;50;0;0;47;95;4;16;57;89;0;21;0;1;0;0;606;0;38;0;121;41;74;93;2018;0;1;0;0;0;0;1;0;1;0;1;0;5.58118556701031;6.89411764705882;2.13144329896907;4.68235294117647;76.1932989690722;86.7294117647059;49.5927835051546;53.3529411764706;37.1881443298969;36.1764705882353;15.1778350515464;15.1411764705882;12.5038659793814;13.5647058823529;3.11855670103093;4.2;4.56572164948454;8.36470588235294;0;0;"Djokovic";"Zverev";"Djokovic";1
"173412";64;13;"Borna Coric";188;21.8;1;"Roger Federer";185;37.1;3;19;1815;2;6900;1;0;0;0;0;65;0;0;0;143;0;0;30;62;0;8;210;721;50;174;0;1;0;0;52;0;174;0;44;56;754;401;2018;1;2;0;0;0;0;1;0;1;0;1;0;6.19444444444444;7.45081967213115;2.01851851851852;2.97131147540984;77.4166666666667;95.4877049180328;48.1111111111111;57.2950819672131;36.3518518518519;40.655737704918;17.2037037037037;18.3032786885246;12.6388888888889;14.5532786885246;3.39814814814815;4.87295081967213;4.7962962962963;8.47540983606557;0;0;"Coric";"Federer";"Coric";1
"173413";64;13;"Borna Coric";188;21.8;2;"Novak Djokovic";188;31.3;3;19;1815;3;6445;1;0;0;0;40;66;0;6;47;95;4;16;0;62;0;0;0;516;0;0;0;1;0;0;53;59;121;41;44;0;607;0;2018;0;2;0;0;0;0;0;1;1;0;1;0;4.83505154639175;5.57400257400257;2.60824742268041;2.12998712998713;81.0309278350515;76.1544401544402;49.5773195876289;49.5714285714286;33.1752577319588;37.1737451737452;14.9072164948454;15.1673101673102;12.4020618556701;12.4980694980695;4.34020618556701;3.11454311454311;7.94845360824742;4.55984555984556;0;0;"Djokovic";"Coric";"Coric";0
"173434";32;2;"Diego Schwartzman";170;26.1;5;"Gilles Simon";183;33.7;3;17;1940;32;1265;1;0;0;0;0;45;0;0;0;178;0;0;47;42;0;8;138;259;4;42;0;0;0;1;0;60;0;171;40;57;205;238;2018;1;0;0;0;0;1;0;0;1;0;1;0;3;3.57377049180328;2.63636363636364;2.40655737704918;76.4040404040404;80.8655737704918;46.5252525252525;45.8786885245902;32.2727272727273;29.5245901639344;16.1919191919192;16.5147540983607;12.0909090909091;12.1934426229508;3.86868686868687;5.04590163934426;6.33333333333333;9.32786885245902;0;0;"Schwartzman";"Simon";"Schwartzman";1
"173437";32;6;"Gael Monfils";193;32.1;2;"Diego Schwartzman";170;26.1;3;38;1160;17;1940;1;0;0;0;0;264;0;0;0;42;0;0;71;134;4;23;53;46;0;1;0;0;0;1;0;234;0;57;114;118;39;61;2018;1;1;0;0;0;0;1;0;1;0;1;0;9.02884615384615;2.01063829787234;3.14423076923077;3.08510638297872;78.9158653846154;81.6595744680851;49.6225961538462;49.1808510638298;37.7620192307692;30.3085106382979;15.7764423076923;15.031914893617;12.7836538461538;12.3297872340426;3.29567307692308;4.96808510638298;4.91105769230769;9.5531914893617;0;0;"Monfils";"Schwartzman";"Monfils";1
"173438";32;1;"Kyle Edmund";188;23.7;4;"Richard Gasquet";185;32.3;3;15;2125;28;1535;1;0;0;0;0;54;0;0;0;172;0;0;18;46;0;16;136;296;9;65;0;0;0;1;0;48;0;135;38;42;226;280;2018;2;1;0;0;0;0;1;0;1;0;1;0;7.05952380952381;4.53429602888087;2.52380952380952;2.74007220216606;77.8452380952381;81.5776173285198;45.8095238095238;49.7148014440433;35.5714285714286;33.5992779783394;18.4047619047619;15.1624548736462;12.9166666666667;12.6570397111913;3.02380952380952;4.25631768953069;4.38095238095238;7.95306859205776;0;0;"Edmund";"Gasquet";"Edmund";1
"173439";32;1;"Kyle Edmund";188;23.7;6;"Gael Monfils";193;32.1;3;15;2125;38;1160;1;0;0;0;0;55;0;0;0;134;0;0;18;46;0;16;119;265;6;39;0;0;0;1;0;49;0;118;38;42;194;235;2018;0;1;0;0;0;0;0;1;1;0;1;0;7.16470588235294;7.76086956521739;2.50588235294118;4.30434782608696;77.6941176470588;84.7913043478261;45.6823529411765;51.404347826087;35.5294117647059;35.0304347826087;18.3647058823529;14.6565217391304;12.8823529411765;12.9;3.04705882352941;5.0304347826087;4.38823529411765;8.97391304347826;0;0;"Edmund";"Monfils";"Edmund";1
"173462";32;3;"Karen Khachanov";198;22.4;2;"Daniil Medvedev";198;22.6;3;26;1640;21;1797;1;0;0;0;0;43;0;0;0;30;0;0;18;45;0;4;2;52;0;13;0;0;0;1;0;46;0;26;28;39;15;52;2018;0;1;0;0;0;0;1;0;1;0;1;0;10.0394736842105;5.5625;2.82894736842105;4.22916666666667;82.0526315789474;81.6041666666667;49.9210526315789;47.375;38.5789473684211;31.1041666666667;17.9342105263158;15.5625;13.1447368421053;12.1458333333333;3.35526315789474;5.20833333333333;4.76315789473684;9.1875;1;1;"Khachanov";"Medvedev";"Khachanov";1
"173488";32;2;"Fabio Fognini";178;31.3;3;"Stefanos Tsitsipas";193;20.1;3;14;2315;16;2007;1;0;0;0;190;109;0;16;8;23;0;4;0;123;0;0;0;23;0;0;0;0;0;1;108;207;15;20;0;151;0;24;2018;0;0;0;0;0;0;1;0;1;0;1;0;2.71428571428571;7.1025641025641;4.18796992481203;2.25641025641026;79.8007518796992;80.5897435897436;46.8308270676692;47.1282051282051;29.2744360902256;36.9230769230769;14.4210526315789;18.8205128205128;11.8646616541353;13.2307692307692;4.94360902255639;2.97435897435897;9.6015037593985;4.35897435897436;0;0;"Tsitsipas";"Fognini";"Fognini";0
"173515";32;8;"Roberto Bautista Agut";183;30.5;2;"Alexander Zverev";198;21.5;3;26;1650;5;5025;1;0;0;0;63;150;0;24;24;51;0;11;0;90;0;0;0;91;0;0;0;0;0;1;97;140;39;47;0;74;0;95;2018;2;3;0;0;0;1;0;0;1;0;1;0;2.58273381294964;7.49090909090909;2.15827338129496;3.27272727272727;84.8920863309353;78.4727272727273;55.863309352518;49.7151515151515;35.6834532374101;37.5757575757576;13.863309352518;15.8666666666667;12.9136690647482;12.6484848484848;4.93525179856115;3.4;9.09352517985612;4.86666666666667;0;0;"Zverev";"Agut";"Agut";0
"173517";32;7;"Daniil Medvedev";198;22.6;4;"Stefanos Tsitsipas";193;20.1;3;20;1842;16;2155;1;0;0;0;0;54;0;0;0;23;0;0;9;31;0;9;10;27;0;6;0;0;0;1;0;54;0;20;22;27;15;28;2018;2;0;0;0;0;1;0;0;1;0;1;0;7.92537313432836;6.97142857142857;3.29850746268657;3.11428571428571;75.3582089552239;83.7714285714286;45.2238805970149;47.1428571428571;35.1791044776119;33.8;16.3283582089552;17.8;11.9701492537313;12.8285714285714;3.32835820895522;4.25714285714286;4.64179104477612;7.34285714285714;0;0;"Medvedev";"Tsitsipas";"Medvedev";1
"173520";32;1;"Roger Federer";185;37.2;7;"Daniil Medvedev";198;22.6;3;3;6260;20;1842;1;0;0;0;0;724;0;0;0;31;0;0;68;144;19;26;2;55;0;13;0;0;0;1;0;404;0;27;175;82;15;55;2018;1;0;0;0;0;0;1;0;1;0;1;0;7.95471014492754;5.53061224489796;1.66847826086957;4.20408163265306;74.4375;81.6326530612245;46.5507246376812;47.4285714285714;36.7871376811594;31.2244897959184;16.5552536231884;15.5714285714286;12.554347826087;12.1632653061224;2.55525362318841;5.16326530612245;3.54166666666667;9.12244897959184;0;0;"Federer";"Medvedev";"Federer";1
"173546";32;5;"Kei Nishikori";178;28.8;1;"Dominic Thiem";185;25.1;3;11;2910;7;3825;1;0;0;0;0;239;0;0;0;70;0;0;31;107;0;17;105;93;0;14;0;0;0;1;0;174;0;62;90;65;93;119;2018;2;1;0;0;0;1;0;0;1;0;1;0;4;5.55555555555556;2.5406976744186;3.39316239316239;80.1802325581395;82.4700854700855;48.9040697674419;47.3846153846154;36.2238372093023;33.1538461538462;17.4651162790698;16.7521367521368;12.8255813953488;12.5128205128205;3.55813953488372;4.63247863247863;5.2906976744186;7.98290598290598;0;1;"Nishikori";"Thiem";"Nishikori";1
"173549";32;2;"Kevin Anderson";203;32.4;5;"Kei Nishikori";178;28.8;3;8;3730;11;2910;1;0;0;0;0;217;0;0;0;107;0;0;45;144;0;24;82;241;1;36;0;0;0;1;0;157;0;65;107;106;184;176;2018;2;4;0;0;0;0;0;1;1;0;1;0;14.0203389830508;2.40522875816993;2.74576271186441;3.04575163398693;81.593220338983;77.8562091503268;53.3220338983051;47.562091503268;42.7423728813559;30.6732026143791;16.1491525423729;14.0326797385621;13.6813559322034;11.7450980392157;2.71864406779661;4.55555555555556;3.76610169491525;8.5359477124183;0;0;"Anderson";"Nishikori";"Anderson";1
"173578";64;5;"Marin Cilic";198;30;9;"Grigor Dimitrov";188;27.4;3;7;4050;10;3335;1;0;0;0;0;284;0;0;0;113;0;0;70;147;5;27;56;181;2;34;0;1;0;0;209;0;90;0;139;110;131;142;2018;3;1;0;0;1;0;0;0;1;0;1;0;9.86516853932584;6.38857142857143;2.56404494382022;3.90857142857143;78.6269662921348;83.8914285714286;44.7775280898876;51.7657142857143;35.7730337078652;35.8;19.1258426966292;15.2057142857143;12.9303370786517;13.0057142857143;3.08988764044944;4.33714285714286;4.33932584269663;7.86285714285714;0;0;"Cilic";"Dimitrov";"Cilic";1
"173579";64;3;"Roger Federer";185;37.2;13;"Fabio Fognini";178;31.4;3;3;6260;14;2315;1;0;0;0;0;726;0;0;0;125;0;0;68;144;19;26;190;110;0;16;0;1;0;0;754;0;121;0;175;82;108;208;2018;3;0;0;0;1;0;0;0;1;0;1;0;7.95117540687161;2.70522388059702;1.67269439421338;4.19029850746269;74.4113924050633;79.7537313432836;46.5244122965642;46.8059701492537;36.7730560578662;29.2649253731343;16.5497287522604;14.3992537313433;12.5497287522604;11.8582089552239;2.55515370705244;4.94402985074627;3.54249547920434;9.60074626865672;0;0;"Federer";"Fognini";"Federer";1
"173580";64;7;"Kevin Anderson";203;32.4;10;"Kei Nishikori";178;28.8;3;6;4230;11;3210;1;0;0;0;52;219;0;35;31;108;0;17;0;144;0;0;0;242;0;0;0;1;0;0;148;158;90;66;107;0;185;0;2018;3;4;0;0;1;0;0;0;1;0;1;0;11.1800947867299;3.9971181556196;3.48341232227488;2.53314121037464;85.6255924170616;79.9884726224784;54.6777251184834;48.7982708933718;39.4691943127962;36.1412103746398;14.914691943128;17.4380403458213;13.260663507109;12.7982708933718;4.51658767772512;3.54755043227666;7.31279620853081;5.26801152737752;0;0;"Nishikori";"Anderson";"Anderson";0
"173582";64;15;"Diego Schwartzman";170;26.2;4;"Alexander Zverev";198;21.5;3;19;1835;5;5115;1;0;0;0;53;47;0;1;24;52;0;11;0;44;0;0;0;93;0;0;0;1;0;0;40;61;39;48;40;0;75;0;2018;1;0;0;0;1;0;0;0;1;0;1;0;2.04166666666667;7.49700598802395;3.0625;3.29940119760479;81.15625;78.3712574850299;48.9375;49.562874251497;30.21875;37.4790419161677;14.9583333333333;15.8502994011976;12.2708333333333;12.6167664670659;4.88541666666667;3.43712574850299;9.41666666666667;4.91017964071856;0;0;"Zverev";"Schwartzman";"Schwartzman";0
"173583";64;11;"Borna Coric";188;21.9;6;"Dominic Thiem";185;25.1;3;13;2460;8;3825;1;0;0;0;40;69;0;6;38;71;0;12;0;63;0;0;0;94;0;0;0;1;0;0;54;61;58;63;45;0;94;0;2018;1;2;0;0;1;0;0;0;1;0;1;0;4.81632653061224;6.41509433962264;2.59183673469388;2.74056603773585;80.9387755102041;77.9103773584906;49.6428571428571;46.5235849056604;33.1836734693878;35.8349056603774;14.8469387755102;17.6698113207547;12.3673469387755;12.8349056603774;4.36734693877551;3.15094339622642;7.95918367346939;4.64150943396226;0;0;"Thiem";"Coric";"Coric";0
"173585";64;5;"Marin Cilic";198;30;2;"Novak Djokovic";188;31.4;3;7;4050;2;7445;1;0;0;0;111;285;4;64;47;95;4;16;0;147;0;0;0;518;0;0;0;1;0;0;210;254;121;41;139;0;609;0;2018;2;15;0;0;0;1;0;0;1;0;1;0;7.80165289256198;5.57637997432606;3.30165289256198;2.12836970474968;84.8347107438017;76.1206675224647;46.7396694214876;49.5391527599486;33.2396694214876;37.1553273427471;18.0123966942149;15.1668806161746;13.0619834710744;12.4916559691913;4.7396694214876;3.1193838254172;8.34710743801653;4.56225930680359;0;0;"Djokovic";"Cilic";"Cilic";0
"173586";64;3;"Roger Federer";185;37.2;10;"Kei Nishikori";178;28.8;3;3;6260;11;3210;1;0;0;0;0;727;0;0;0;108;0;0;68;144;19;26;82;243;1;36;0;1;0;0;755;0;90;0;175;82;186;176;2018;6;2;0;0;0;1;0;0;1;0;1;0;7.95121951219512;2.4025974025974;1.67299006323397;3.04545454545455;74.3929539295393;77.8571428571429;46.5067750677507;47.5584415584416;36.7597109304426;30.6818181818182;16.5492321589883;14.0714285714286;12.546522131888;11.7337662337662;2.55645889792231;4.56493506493506;3.54381210478771;8.52597402597403;0;0;"Federer";"Nishikori";"Federer";1
